id,interest,downpayment,rebate,speed,choice
1169,3.75,20,0,1.5,1
1170,4,25,0,1.5,0
1170,4,20,0.15,0.5,1
1170,3.75,20,0.3,1,0
1171,4,40,0.15,0.5,0
1171,3.75,25,0.1,1.5,0
1171,3.75,30,0,1,1
1172,4,30,0,0.5,1
1172,3.5,25,0.15,1.5,0
1172,3.75,40,0.3,1,0
1173,4,20,0,0.5,0
1173,3.5,25,0.1,1,1
1173,3.75,25,0,1.5,0
1174,3.5,30,0.15,1,0
1174,4,25,0,1.5,0
1174,3.75,25,0,1,1
1175,4,25,0.3,1,1
1175,4,40,0.3,0.5,0
1175,3.75,30,0.15,1.5,0
1176,3.5,25,0.3,1,0
1176,4,25,0,1,0
1176,3.75,30,0.1,1,1
1177,3.5,40,0.15,1,0
1177,4,25,0.15,1,1
1177,3.75,25,0.15,1,0
1178,3.75,40,0.1,1.5,0
1178,3.75,20,0.1,1.5,0
1178,3.75,20,0.15,1,1
1179,3.75,20,0.15,0.5,1
1179,3.75,30,0,1,0
1179,3.75,30,0,0.5,0
1180,3.75,20,0,0.5,0
1180,3.75,25,0.1,1,1
1180,3.75,30,0.15,0.5,0
1181,4,20,0.1,1.5,0
1181,3.5,25,0.1,0.5,0
1181,3.75,40,0,1.5,1
1182,4,30,0,1,0
1182,4,30,0.3,1.5,1
1182,3.75,40,0.3,0.5,0
1183,3.75,25,0.1,0.5,1
1183,4,20,0.1,1,0
1183,3.75,25,0,1,0
1184,3.5,20,0,1,1
1184,4,40,0,0.5,0
1184,3.75,40,0.15,1,0
1185,4,30,0,1.5,0
1185,4,20,0.3,1.5,0
1185,3.75,40,0.3,0.5,1
1186,4,20,0.15,0.5,1
1186,4,20,0.1,1.5,0
1186,3.75,30,0.1,0.5,0
1187,3.5,20,0.3,1,0
1187,3.75,30,0.15,1,0
1187,3.75,40,0.15,1,1
1188,3.5,20,0,1,0
1188,3.5,25,0.1,1.5,0
1188,3.75,30,0.1,1.5,1
1189,4,25,0.1,0.5,0
1189,3.5,25,0,1,0
1189,3.75,20,0,1,1
1190,3.75,25,0,1.5,0
1190,3.75,20,0.3,1,0
1190,3.75,30,0,1.5,1
1191,3.5,40,0.15,1.5,1
1191,4,25,0.15,1,0
1191,3.75,30,0.15,0.5,0
1192,3.75,40,0.3,1.5,1
1192,4,30,0,0.5,0
1192,3.75,30,0,1.5,0
1193,4,40,0,1,0
1193,3.75,30,0.3,1.5,0
1193,3.75,25,0.3,1.5,1
1194,4,20,0.3,1,1
1194,3.75,20,0.15,1,0
1194,3.75,40,0.15,0.5,0
1195,3.5,40,0.3,1.5,0
1195,3.5,20,0.1,1.5,0
1195,3.75,40,0.3,1,1
1196,4,30,0.15,1.5,0
1196,3.75,30,0.15,1,0
1196,3.75,20,0.3,1,1
1197,4,40,0.15,1.5,1
1197,4,20,0.3,1,0
1197,3.75,20,0.1,1.5,0
1198,3.75,40,0.1,1.5,0
1198,3.5,20,0.3,1,1
1198,3.75,20,0,0.5,0
1199,4,40,0.1,1.5,0
1199,3.75,30,0.3,1.5,1
1199,3.75,25,0,0.5,0
1200,4,20,0.3,1,0
1200,3.75,25,0.3,1,1
1200,3.75,30,0.3,1.5,0
1201,3.5,20,0.3,1,1
1201,3.75,20,0.1,0.5,0
1201,3.75,30,0.3,1.5,0
1202,4,20,0,0.5,0
1202,3.75,20,0.3,0.5,0
1202,3.75,25,0.1,0.5,1
1203,4,25,0.15,0.5,0
1203,3.75,40,0.3,1.5,0
1203,3.75,20,0.3,1.5,1
1204,3.5,40,0.15,0.5,1
1204,3.75,30,0.15,1,0
1204,3.75,20,0.3,1,0
1205,3.5,30,0.15,1.5,0
1205,3.75,20,0.15,1.5,1
1205,3.75,25,0,1,0
1206,3.75,25,0.15,1.5,1
1206,3.5,20,0.1,1,0
1206,3.75,25,0.3,0.5,0
1207,4,40,0.3,1,0
1207,3.5,20,0.3,1.5,0
1207,3.75,20,0.1,1.5,1
1208,4,25,0.15,1.5,0
1208,4,20,0.3,1.5,0
1208,3.75,20,0,1.5,1
1209,3.75,30,0.3,1.5,0
1209,3.5,20,0,1.5,0
1209,3.75,40,0,1,1
1210,4,40,0.1,0.5,0
1210,3.5,40,0.3,1.5,1
1210,3.75,20,0,0.5,0
1211,3.75,25,0.1,1.5,0
1211,4,40,0.3,1,0
1211,3.75,40,0.3,1,1
1212,3.5,25,0,1,1
1212,3.75,30,0.3,0.5,0
1212,3.75,20,0.1,0.5,0
1213,4,25,0,1.5,0
1213,3.75,20,0.1,1.5,1
1213,3.75,25,0.1,1,0
1214,4,20,0.3,1.5,1
1214,4,40,0.15,1,0
1214,3.75,40,0.15,0.5,0
1215,3.5,20,0.1,0.5,1
1215,4,30,0.3,1.5,0
1215,3.75,25,0.1,1,0
1216,3.75,30,0.3,0.5,0
1216,3.5,20,0.15,1.5,0
1216,3.75,30,0,1.5,1
1217,4,40,0.1,1,0
1217,4,30,0.1,1.5,0
1217,3.75,25,0.15,1,1
1218,3.5,20,0.1,1.5,0
1218,3.75,30,0.3,0.5,0
1218,3.75,25,0.3,1,1
1219,3.75,40,0,1.5,0
1219,4,25,0,1,0
1219,3.75,40,0.1,1,1
1220,4,40,0.1,1,0
1220,4,25,0.1,1,0
1220,3.75,25,0,1.5,1
1221,3.75,25,0,1.5,1
1221,4,25,0.1,1,0
1221,3.75,40,0.3,0.5,0
1222,4,20,0.1,1.5,1
1222,3.75,30,0,1,0
1222,3.75,20,0,0.5,0
1223,3.5,40,0.3,1,0
1223,4,30,0,0.5,1
1223,3.75,25,0,0.5,0
1224,4,20,0.1,1,0
1224,3.5,20,0.3,1,1
1224,3.75,20,0,1,0
1225,3.75,20,0.3,1.5,1
1225,3.5,40,0.1,1,0
1225,3.75,30,0.3,0.5,0
1226,3.5,20,0.3,1,1
1226,4,40,0.1,1,0
1226,3.75,40,0.15,0.5,0
1227,3.5,20,0,1,0
1227,3.5,40,0.1,1.5,1
1227,3.75,40,0.3,1,0
1228,3.5,40,0.15,1,1
1228,4,30,0,1,0
1228,3.75,20,0.15,0.5,0
1229,3.5,20,0.15,0.5,1
1229,4,40,0.3,0.5,0
1229,3.75,20,0.15,0.5,0
1230,3.75,20,0,0.5,1
1230,4,40,0.15,1.5,0
1230,3.75,40,0.1,1,0
1231,3.75,25,0.3,1,0
1231,3.5,20,0.1,1.5,1
1231,3.75,30,0.3,1,0
1232,3.75,30,0.1,1.5,1
1232,3.75,30,0,0.5,0
1232,3.75,30,0,1.5,0
1233,3.75,25,0.3,1.5,0
1233,3.5,25,0.3,0.5,1
1233,3.75,40,0.15,1.5,0
1234,3.75,25,0.3,0.5,1
1234,4,40,0,1.5,0
1234,3.75,20,0,1,0
1235,3.75,40,0.1,1.5,0
1235,3.5,40,0.3,1,0
1235,3.75,25,0.15,1,1
1236,4,40,0.1,1,0
1236,3.5,25,0.3,1.5,1
1236,3.75,25,0.3,1,0
1237,3.75,30,0.3,1,0
1237,3.75,20,0,1,1
1237,3.75,40,0.1,1,0
1238,3.5,20,0.3,1.5,0
1238,3.75,25,0.3,0.5,1
1238,3.75,20,0.1,1,0
1239,3.75,25,0.15,0.5,1
1239,3.75,30,0.1,0.5,0
1239,3.75,25,0,0.5,0
1240,3.75,25,0.3,1,0
1240,3.75,25,0,0.5,1
1240,3.75,20,0.1,1.5,0
1241,3.5,20,0.15,1.5,1
1241,4,25,0,1.5,0
1241,3.75,20,0.15,1,0
1242,3.5,40,0,1,0
1242,3.5,20,0.15,1.5,1
1242,3.75,30,0.1,1.5,0
1243,3.75,25,0.15,0.5,0
1243,3.75,25,0.15,1,1
1243,3.75,30,0.1,0.5,0
1244,3.75,40,0,0.5,0
1244,3.75,40,0.3,1.5,1
1244,3.75,25,0.3,0.5,0
1245,3.75,25,0.15,1,0
1245,4,30,0.3,1,1
1245,3.75,40,0,1.5,0
1246,3.5,20,0.1,1,1
1246,3.5,30,0.1,1,0
1246,3.75,25,0.15,1,0
1247,3.5,40,0,1.5,0
1247,4,40,0.1,1.5,0
1247,3.75,40,0.1,1.5,1
1248,3.5,40,0.1,1.5,0
1248,4,30,0.1,0.5,1
1248,3.75,20,0.1,0.5,0
1249,3.75,40,0,1.5,0
1249,4,25,0.1,0.5,1
1249,3.75,30,0.15,1,0
1250,3.75,25,0.3,1,0
1250,3.75,20,0.3,0.5,0
1250,3.75,30,0.3,1.5,1
1251,3.5,20,0.15,1.5,1
1251,3.5,40,0.15,1,0
1251,3.75,40,0.15,1,0
1252,4,40,0.3,1.5,0
1252,3.75,25,0.3,1.5,0
1252,3.75,20,0.3,0.5,1
1253,3.75,40,0.15,0.5,0
1253,3.75,20,0.3,0.5,1
1253,3.75,20,0.15,1,0
1254,4,25,0,1,0
1254,3.5,25,0.3,1.5,0
1254,3.75,40,0,1,1
1255,3.5,25,0.15,0.5,1
1255,3.5,30,0.1,1.5,0
1255,3.75,40,0.3,0.5,0
1256,3.75,25,0.15,1.5,1
1256,4,30,0.1,1,0
1256,3.75,25,0,0.5,0
1257,3.75,20,0,1.5,1
1257,3.5,30,0.15,1.5,0
1257,3.75,25,0,1,0
1258,4,20,0.15,1,1
1258,3.5,25,0.15,0.5,0
1258,3.75,20,0.1,0.5,0
1259,3.75,25,0,0.5,0
1259,4,25,0,0.5,0
1259,3.75,20,0.3,1,1
1260,4,20,0.3,1.5,0
1260,4,30,0.15,1.5,1
1260,3.75,30,0,0.5,0
1261,4,20,0.15,1,0
1261,3.75,25,0.15,1.5,1
1261,3.75,20,0,1,0
1262,4,30,0.3,1.5,0
1262,3.5,30,0.15,1,1
1262,3.75,20,0.1,0.5,0
1263,4,25,0,0.5,0
1263,3.75,25,0.3,0.5,0
1263,3.75,30,0.1,1,1
1264,4,20,0.1,1,1
1264,3.75,20,0,0.5,0
1264,3.75,20,0.3,0.5,0
1265,4,30,0.3,1.5,0
1265,4,20,0,1.5,0
1265,3.75,40,0.3,0.5,1
1266,3.75,40,0,1.5,0
1266,4,25,0.15,0.5,0
1266,3.75,40,0,0.5,1
1267,3.75,40,0,0.5,1
1267,4,30,0.1,1,0
1267,3.75,40,0.3,0.5,0
1268,3.75,30,0.3,1.5,1
1268,4,40,0,1.5,0
1268,3.75,25,0,0.5,0
1269,3.5,30,0,0.5,0
1269,3.75,30,0.1,0.5,0
1269,3.75,40,0.15,0.5,1
1270,3.75,20,0.15,1.5,1
1270,4,40,0,0.5,0
1270,3.75,25,0.3,1,0
1271,4,25,0.3,1,0
1271,3.5,20,0.15,0.5,1
1271,3.75,25,0.15,1.5,0
1272,3.75,30,0,1.5,0
1272,4,30,0,1,0
1272,3.75,40,0,1.5,1
1273,4,40,0.15,1,0
1273,3.75,30,0.15,0.5,0
1273,3.75,25,0.1,1,1
1274,4,25,0.15,1,0
1274,4,30,0.15,0.5,1
1274,3.75,30,0,1,0
1275,3.75,25,0.15,0.5,0
1275,3.75,20,0.1,1,0
1275,3.75,30,0,0.5,1
1276,3.5,25,0.15,1.5,1
1276,3.75,40,0.15,1.5,0
1276,3.75,30,0.3,1.5,0
1277,3.5,30,0.15,0.5,0
1277,3.75,30,0.15,0.5,0
1277,3.75,20,0,0.5,1
1278,3.5,25,0.15,0.5,0
1278,4,40,0.1,1,0
1278,3.75,25,0,0.5,1
1279,3.75,30,0.3,0.5,1
1279,4,30,0,1,0
1279,3.75,40,0.1,0.5,0
1280,4,25,0.1,1,1
1280,3.75,20,0.1,0.5,0
1280,3.75,20,0.1,1,0
1281,3.5,25,0,0.5,0
1281,3.75,25,0.1,1,0
1281,3.75,25,0.3,1.5,1
1282,3.75,40,0.15,1,1
1282,3.5,25,0.15,1.5,0
1282,3.75,40,0.1,1.5,0
1283,3.5,20,0.15,0.5,0
1283,3.5,25,0.1,0.5,1
1283,3.75,20,0,1,0
1284,3.75,40,0.1,1,0
1284,3.5,25,0,0.5,0
1284,3.75,25,0.1,1,1
1285,3.5,20,0,0.5,0
1285,4,25,0.15,1,0
1285,3.75,20,0.3,1.5,1
1286,4,40,0.15,0.5,0
1286,3.5,30,0,0.5,1
1286,3.75,40,0.3,1.5,0
1287,3.5,25,0,1.5,1
1287,4,30,0.3,0.5,0
1287,3.75,40,0.15,1.5,0
1288,4,40,0.3,0.5,0
1288,3.75,20,0.3,0.5,1
1288,3.75,30,0.15,1,0
1289,3.75,20,0,1,1
1289,4,20,0.1,0.5,0
1289,3.75,25,0.1,1.5,0
1290,3.75,30,0.15,1,0
1290,3.75,20,0.15,1.5,1
1290,3.75,40,0.1,1.5,0
1291,3.75,30,0.15,0.5,0
1291,3.75,40,0.1,0.5,1
1291,3.75,20,0.3,1,0
1292,3.5,25,0.15,1,0
1292,3.5,20,0.1,0.5,1
1292,3.75,25,0,1,0
1293,3.75,30,0.15,1.5,0
1293,3.75,20,0,0.5,1
1293,3.75,40,0,0.5,0
1294,3.5,40,0.15,0.5,0
1294,3.5,20,0,1.5,1
1294,3.75,40,0.3,0.5,0
1295,4,25,0,1,1
1295,3.5,30,0.1,1,0
1295,3.75,30,0.3,1.5,0
1296,4,40,0.3,0.5,0
1296,4,20,0.15,1.5,1
1296,3.75,20,0.1,1.5,0
1297,3.5,40,0.3,1,0
1297,3.75,30,0.1,1.5,0
1297,3.75,30,0.1,0.5,1
1298,4,30,0,0.5,0
1298,3.75,25,0,1,1
1298,3.75,40,0.1,1,0
1299,3.5,40,0.15,1,0
1299,3.75,20,0.3,1,1
1299,3.75,20,0.15,0.5,0
1300,3.75,30,0.1,0.5,0
1300,3.5,20,0.15,1,1
1300,3.75,40,0.3,0.5,0
1301,3.75,30,0.1,1,0
1301,3.5,30,0.3,1,0
1301,3.75,30,0.1,0.5,1
1302,4,20,0,1.5,0
1302,3.5,25,0.1,0.5,1
1302,3.75,40,0.1,0.5,0
1303,3.5,25,0.3,1,0
1303,3.5,25,0.1,0.5,1
1303,3.75,25,0,0.5,0
1304,3.5,20,0.3,1.5,1
1304,3.5,40,0.1,1,0
1304,3.75,30,0.1,1,0
1305,3.5,20,0,1.5,1
1305,3.75,20,0.3,0.5,0
1305,3.75,30,0,1.5,0
1306,3.75,30,0.15,1,1
1306,4,25,0.15,1.5,0
1306,3.75,30,0.1,0.5,0
1307,3.75,30,0.1,1,0
1307,4,25,0,1.5,0
1307,3.75,40,0.3,1,1
1308,3.75,40,0.3,0.5,0
1308,4,20,0,1.5,0
1308,3.75,25,0.1,1,1
1309,3.75,25,0,1,0
1309,4,25,0,1,1
1309,3.75,40,0.15,1.5,0
1310,3.75,30,0,1,0
1310,4,20,0.15,1,0
1310,3.75,25,0.3,1,1
1311,3.75,20,0,0.5,1
1311,3.75,40,0.15,0.5,0
1311,3.75,40,0,0.5,0
1312,3.5,25,0.1,1.5,1
1312,3.5,40,0.1,1,0
1312,3.75,40,0,0.5,0
1313,4,30,0.1,1.5,0
1313,3.75,20,0.3,1,0
1313,3.75,20,0.1,1.5,1
1314,4,25,0.3,0.5,0
1314,4,40,0.1,1.5,0
1314,3.75,20,0.3,1,1
1315,3.75,30,0.3,1.5,0
1315,4,20,0.1,0.5,0
1315,3.75,20,0.15,0.5,1
1316,3.5,20,0,1.5,0
1316,3.75,20,0.15,1,0
1316,3.75,40,0.1,0.5,1
1317,3.5,30,0.3,0.5,1
1317,3.5,25,0.3,0.5,0
1317,3.75,20,0.15,0.5,0
1318,3.75,40,0.1,1.5,0
1318,3.5,25,0.15,1,1
1318,3.75,40,0.15,1.5,0
1319,4,30,0.15,0.5,0
1319,4,20,0.15,1,0
1319,3.75,20,0.3,0.5,1
1320,3.75,40,0.3,1,0
1320,4,30,0.3,1,0
1320,3.75,20,0.15,1,1
1321,3.75,25,0.15,0.5,0
1321,3.75,25,0.1,1.5,1
1321,3.75,25,0,0.5,0
1322,3.75,40,0.15,0.5,0
1322,3.75,20,0.15,1,1
1322,3.75,40,0.3,0.5,0
1323,4,20,0.1,1.5,1
1323,3.75,40,0.15,0.5,0
1323,3.75,30,0.1,1,0
1324,3.5,40,0.1,1,0
1324,3.5,20,0.1,1,1
1324,3.75,25,0,0.5,0
1325,3.75,30,0.1,1.5,0
1325,4,30,0.3,1,1
1325,3.75,20,0,1.5,0
1326,3.5,20,0.3,1.5,1
1326,3.75,30,0.3,1.5,0
1326,3.75,25,0.3,0.5,0
1327,3.5,30,0.3,1.5,0
1327,3.75,30,0,1,0
1327,3.75,25,0.3,1,1
1328,4,25,0.3,1,0
1328,3.5,25,0.15,1,1
1328,3.75,30,0.1,0.5,0
1329,4,40,0.1,0.5,0
1329,4,25,0,0.5,0
1329,3.75,40,0.1,0.5,1
1330,3.75,25,0.15,0.5,0
1330,3.75,30,0.3,0.5,1
1330,3.75,30,0.15,1.5,0
1331,4,40,0.15,1,0
1331,4,25,0.3,1,0
1331,3.75,30,0.3,0.5,1
1332,3.75,30,0.15,1,0
1332,3.75,30,0.1,1.5,0
1332,3.75,30,0.1,1.5,1
1333,3.5,25,0,0.5,0
1333,4,25,0.15,1.5,0
1333,3.75,30,0.15,1,1
1334,4,30,0.1,1,1
1334,3.75,30,0,0.5,0
1334,3.75,40,0,1,0
1335,3.5,20,0.3,1,0
1335,4,25,0.1,0.5,0
1335,3.75,25,0,0.5,1
1336,3.5,25,0.3,0.5,0
1336,3.75,25,0.3,1,0
1336,3.75,30,0,1,1
1337,3.5,25,0.15,1.5,1
1337,3.75,20,0.15,0.5,0
1337,3.75,25,0.1,1.5,0
1338,3.75,40,0.3,1.5,1
1338,4,40,0.1,1,0
1338,3.75,25,0.3,1.5,0
1339,4,20,0,0.5,0
1339,3.5,25,0,0.5,1
1339,3.75,30,0,1.5,0
1340,3.75,30,0,1.5,0
1340,3.5,20,0.1,0.5,0
1340,3.75,30,0,0.5,1
1341,4,40,0.1,1,0
1341,4,40,0.1,1.5,0
1341,3.75,25,0.1,1.5,1
1342,4,40,0.3,0.5,0
1342,3.75,20,0.3,1,1
1342,3.75,40,0.3,1,0
1343,3.75,30,0.15,1,0
1343,4,40,0.1,1.5,0
1343,3.75,30,0,1.5,1
1344,4,40,0.1,1.5,0
1344,3.5,30,0.15,1.5,1
1344,3.75,25,0.3,0.5,0
1345,3.5,25,0.1,1.5,1
1345,3.5,40,0.3,1,0
1345,3.75,40,0,0.5,0
1346,3.75,40,0.15,1.5,1
1346,3.75,30,0,1,0
1346,3.75,40,0.3,1,0
1347,4,25,0.1,1,0
1347,3.5,40,0.1,1,0
1347,3.75,25,0,0.5,1
1348,3.75,30,0.15,1.5,1
1348,4,30,0.1,1.5,0
1348,3.75,40,0.1,1.5,0
1349,4,30,0.3,1.5,0
1349,3.5,20,0.1,1.5,1
1349,3.75,20,0.15,0.5,0
1350,3.5,25,0.15,1.5,0
1350,3.5,25,0,0.5,1
1350,3.75,20,0.15,1,0
1351,3.5,20,0.15,1.5,0
1351,4,20,0,1,1
1351,3.75,30,0,1,0
1352,4,25,0.1,1.5,0
1352,3.5,40,0.1,0.5,1
1352,3.75,40,0.3,1,0
1353,3.75,30,0.15,0.5,1
1353,3.75,25,0.15,1,0
1353,3.75,20,0,1,0
1354,3.5,25,0.1,1.5,0
1354,4,30,0,0.5,0
1354,3.75,20,0.3,0.5,1
1355,4,20,0.1,0.5,1
1355,3.75,20,0.1,0.5,0
1355,3.75,25,0.3,1.5,0
1356,4,40,0.1,0.5,0
1356,3.5,40,0.1,0.5,0
1356,3.75,40,0,1.5,1
1357,4,40,0.1,1.5,0
1357,3.5,30,0,0.5,0
1357,3.75,30,0.1,1,1
1358,3.5,40,0.15,1.5,1
1358,3.5,20,0,1.5,0
1358,3.75,30,0.1,0.5,0
1359,4,30,0.3,1,1
1359,4,25,0,1,0
1359,3.75,40,0.3,1,0
1360,3.5,20,0.3,1,0
1360,3.5,20,0,0.5,1
1360,3.75,20,0.15,1,0
1361,3.75,40,0.3,1.5,0
1361,3.5,30,0,1.5,1
1361,3.75,25,0.1,0.5,0
1362,3.75,25,0.1,1,1
1362,3.5,40,0.1,0.5,0
1362,3.75,25,0.15,1,0
1363,3.5,40,0.1,1.5,0
1363,4,25,0.3,1.5,1
1363,3.75,20,0.3,0.5,0
1364,4,25,0.15,1.5,0
1364,4,25,0.1,1,0
1364,3.75,25,0.3,1.5,1
1365,4,20,0.1,0.5,0
1365,4,30,0.1,0.5,0
1365,3.75,20,0.1,0.5,1
1366,3.5,25,0,1.5,0
1366,3.75,30,0.15,1.5,0
1366,3.75,20,0.3,1,1
1367,3.75,30,0,0.5,0
1367,3.75,25,0,1,1
1367,3.75,40,0,0.5,0
1368,3.75,30,0.1,1,0
1368,4,20,0.15,1,0
1368,3.75,20,0.3,1.5,1
1369,3.75,40,0.1,1.5,0
1369,4,30,0,1,1
1369,3.75,30,0.15,1,0
1370,4,25,0.15,1.5,1
1370,3.5,40,0.3,0.5,0
1370,3.75,40,0.15,0.5,0
1371,4,20,0,1,1
1371,3.75,20,0.15,1,0
1371,3.75,40,0.15,0.5,0
1372,3.5,40,0,1.5,0
1372,4,30,0.3,1,0
1372,3.75,20,0.15,0.5,1
1373,3.75,20,0.15,1.5,0
1373,3.5,40,0.1,1,0
1373,3.75,20,0.1,0.5,1
1374,3.5,25,0.1,1.5,0
1374,3.75,25,0.1,0.5,1
1374,3.75,40,0.15,1,0
1375,4,25,0,1,1
1375,3.5,25,0.1,1,0
1375,3.75,40,0,0.5,0
1376,3.75,40,0.1,1,0
1376,3.75,30,0.3,1.5,1
1376,3.75,20,0.15,1,0
1377,3.5,20,0.15,1,1
1377,4,30,0,1.5,0
1377,3.75,20,0.1,0.5,0
1378,4,30,0.1,1.5,0
1378,3.5,30,0.15,0.5,0
1378,3.75,30,0.15,1,1
1379,3.75,25,0,1,0
1379,4,25,0.15,1.5,0
1379,3.75,30,0,0.5,1
1380,4,30,0,1.5,0
1380,3.75,40,0.3,0.5,0
1380,3.75,20,0.3,1.5,1
1381,4,40,0,0.5,0
1381,3.5,25,0.3,1.5,0
1381,3.75,20,0,0.5,1
1382,4,20,0.3,1.5,1
1382,3.5,40,0,1,0
1382,3.75,40,0.3,0.5,0
1383,4,25,0.15,1,1
1383,3.75,40,0,1,0
1383,3.75,20,0.3,1,0
1384,4,25,0.15,1.5,0
1384,4,20,0,1,1
1384,3.75,30,0,0.5,0
1385,4,40,0.15,0.5,0
1385,3.75,25,0.3,0.5,1
1385,3.75,40,0.3,1,0
1386,3.5,25,0.15,0.5,0
1386,4,40,0,1,0
1386,3.75,25,0.3,1,1
1387,4,25,0.1,1.5,1
1387,3.5,25,0.15,1,0
1387,3.75,25,0.15,0.5,0
1388,4,40,0.3,1,0
1388,3.5,25,0.3,1,0
1388,3.75,30,0.3,1,1
1389,3.75,30,0.1,1.5,0
1389,3.75,25,0.3,1.5,0
1389,3.75,25,0,1.5,1
1390,3.75,40,0,1.5,0
1390,4,20,0.3,0.5,0
1390,3.75,20,0.3,1,1
1391,3.75,25,0.3,1.5,1
1391,3.5,30,0,0.5,0
1391,3.75,40,0.1,0.5,0
1392,4,40,0.15,1.5,0
1392,3.5,25,0,1,1
1392,3.75,25,0.15,1.5,0
1393,4,25,0,0.5,1
1393,3.75,40,0,1.5,0
1393,3.75,20,0.15,1,0
1394,4,40,0,1,0
1394,3.75,40,0.15,1.5,1
1394,3.75,30,0.1,1.5,0
1395,4,20,0.3,0.5,0
1395,3.5,30,0.15,0.5,0
1395,3.75,25,0.1,0.5,1
1396,4,30,0.1,0.5,0
1396,4,30,0,1.5,0
1396,3.75,25,0.1,1.5,1
1397,3.5,40,0.1,1.5,0
1397,4,30,0.15,1,0
1397,3.75,25,0.3,1.5,1
1398,3.5,20,0,1,0
1398,4,20,0.15,1,1
1398,3.75,30,0,0.5,0
1399,4,40,0.1,1.5,0
1399,4,20,0.3,1,1
1399,3.75,40,0,1,0
1400,3.5,20,0.1,1,0
1400,4,30,0.15,0.5,0
1400,3.75,40,0.3,0.5,1
1401,4,20,0.3,1,0
1401,4,30,0.3,1,1
1401,3.75,25,0,1,0
1402,3.75,30,0.15,1.5,0
1402,3.5,20,0,0.5,0
1402,3.75,20,0.3,1.5,1
1403,4,40,0.15,0.5,0
1403,3.75,25,0.15,1,0
1403,3.75,25,0.1,1.5,1
1404,3.5,20,0.1,1.5,1
1404,3.5,30,0.15,1,0
1404,3.75,40,0.1,0.5,0
1405,3.5,25,0.1,1.5,0
1405,4,30,0.1,1,0
1405,3.75,40,0.1,0.5,1
1406,3.5,40,0.1,0.5,1
1406,3.75,30,0.15,1,0
1406,3.75,40,0.15,0.5,0
1407,3.75,25,0,1,0
1407,3.5,25,0.15,1.5,1
1407,3.75,25,0.1,1,0
1408,4,25,0,0.5,0
1408,4,30,0.15,1.5,0
1408,3.75,20,0.1,0.5,1
1409,4,30,0.15,1.5,0
1409,4,20,0.3,1,1
1409,3.75,25,0,1.5,0
1410,4,20,0,0.5,1
1410,3.5,25,0.1,0.5,0
1410,3.75,30,0.15,0.5,0
1411,3.75,40,0,0.5,0
1411,3.5,20,0.3,1,1
1411,3.75,30,0.3,0.5,0
1412,3.75,30,0.15,1,0
1412,4,20,0.1,1.5,0
1412,3.75,30,0.15,1.5,1
1413,3.75,25,0.15,1,0
1413,4,30,0,0.5,1
1413,3.75,30,0.1,0.5,0
1414,3.75,30,0.3,0.5,0
1414,4,40,0.3,1,0
1414,3.75,40,0.1,0.5,1
1415,4,20,0.15,1,0
1415,4,40,0.15,1.5,0
1415,3.75,30,0.1,0.5,1
1416,4,40,0.1,0.5,0
1416,3.5,20,0.1,1.5,1
1416,3.75,25,0.15,1.5,0
1417,4,30,0.3,1.5,1
1417,4,40,0.15,1,0
1417,3.75,25,0.3,0.5,0
1418,3.5,30,0.3,1.5,1
1418,4,20,0.3,0.5,0
1418,3.75,25,0.1,0.5,0
1419,3.5,30,0.1,1.5,0
1419,3.5,40,0,1.5,0
1419,3.75,20,0.3,1.5,1
1420,3.75,40,0.15,1.5,0
1420,4,30,0.3,0.5,1
1420,3.75,20,0,1,0
1421,3.75,20,0,0.5,0
1421,4,30,0.1,0.5,0
1421,3.75,30,0.1,0.5,1
1422,4,30,0.1,1,0
1422,3.5,25,0.1,1.5,0
1422,3.75,30,0.15,0.5,1
1423,3.75,40,0.1,1,0
1423,4,30,0.15,1,0
1423,3.75,30,0.1,1,1
1424,4,30,0,1.5,0
1424,4,20,0.1,1,0
1424,3.75,20,0,1,1
1425,3.75,25,0.1,0.5,0
1425,3.5,25,0.15,1,1
1425,3.75,40,0.1,1.5,0
1426,3.75,25,0.1,1.5,0
1426,4,20,0.15,1,0
1426,3.75,30,0.3,1,1
1427,3.5,40,0.3,0.5,0
1427,3.75,30,0,1.5,0
1427,3.75,30,0,0.5,1
1428,3.5,30,0,1,0
1428,3.75,20,0.3,1,0
1428,3.75,30,0.15,1.5,1
1429,3.75,20,0,1.5,1
1429,3.5,40,0.15,1.5,0
1429,3.75,40,0,0.5,0
1430,3.5,20,0,1,1
1430,4,25,0.15,1.5,0
1430,3.75,30,0.3,1,0
1431,3.75,25,0,0.5,0
1431,4,20,0.3,1.5,0
1431,3.75,25,0.15,1.5,1
1432,3.5,40,0,1,0
1432,4,25,0.3,0.5,0
1432,3.75,20,0.1,0.5,1
1433,3.75,20,0.1,0.5,0
1433,3.5,30,0.3,1.5,1
1433,3.75,40,0.15,1,0
1434,3.75,25,0.1,1.5,0
1434,3.75,40,0,1.5,0
1434,3.75,20,0,0.5,1
1435,3.5,30,0.3,1.5,1
1435,3.5,30,0.15,0.5,0
1435,3.75,30,0.15,0.5,0
1436,4,20,0.3,1,0
1436,3.75,40,0.1,0.5,1
1436,3.75,40,0,1,0
1437,3.5,30,0,0.5,0
1437,3.75,40,0.3,0.5,0
1437,3.75,20,0.15,0.5,1
1438,3.5,40,0.15,0.5,0
1438,3.5,25,0.15,0.5,1
